Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15
Exporte hourly data for PV and electrical Energy;;;;;;;;;;;;;;
Name:;Irradiation horizontal;Irradiation vertical;Humidity, outside;Temperature, outside;El. Energy Heating/Cooling;El. Energy Heating/Cooling;El. Energy house;El. Energy house;PV generation;PV generation;From grid;From grid;To grid;To grid
Description:;102_ISP01_E1001_B001ME1;102_ISP01_E1001_B002ME1;102_ISP01_E1001_B003ME1;102_ISP01_E1001_B101ME1;102_ISP01_E1000_UMG96_MODBUS_26;102_ISP01_E1000_UMG96_MODBUS_26;OH_STWF_NSHV_180;OH_STWF_NSHV_180;OH_STWF_PV_280;OH_STWF_PV_280;OH_STWF_NETZ_180;OH_STWF_NETZ_180;OH_STWF_NETZ_280;OH_STWF_NETZ_280
Unit;Globalstrahlungsfuehler Horizontal;Globalstrahlungsfueler Vertikal;Elektro Feuchtefuehler;Elektro Aussentemperatur;ISP 01 Schaltschrank, Consumption heating;"ISP 01 Schaltschrank, tot. Consumption heating; cumulative";"NSHV (Haushaltstrom); consumption general electricity";"NSHV (Haushaltstrom); consumption general electricity; cumulative";PV power generated 280;"PV power generated 280; cumulative";Netz Bezug gesamt 180;"Netz Bezug gesamt 180; cumulative";Netz Einspeisung gesamt 280;"Netz Einspeisung gesamt 280; cumulative"
Day;W/m²;W/m²;RH%;°C;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh
16.08.2021 20:00:00;15,90763197;25,0503845;67,74571622;17,20206358;0,2076051;55051,2067;0;1127010,6;3,76;187099,4;0,03;361138,59;2,31;163460,28
16.08.2021 21:00:00;15,35197828;25,0503845;83,714939;13,19996073;0,206587833;55051,41329;1,2;1127011,8;0,06;187099,46;1,71;361140,3;0;163460,28
16.08.2021 22:00:00;15,35197833;25,05038457;87,25298201;11,9375582;0,207549065;55051,62084;1,5;1127013,3;0;187099,46;1,56;361141,86;0;163460,28
16.08.2021 23:00:00;15,35197829;25,0503845;87,12709849;11,93755816;0,211474744;55051,83231;1,2;1127014,5;0;187099,46;1,59;361143,45;0;163460,28
17.08.2021 00:00:00;15,35197828;25,0503845;86,36554708;11,35502405;0,215067235;55052,04738;1,2;1127015,7;0;187099,46;1,59;361145,04;0;163460,28
17.08.2021 01:00:00;15,35197833;25,05038457;86,37255494;10,78542426;0,21053278;55052,25791;1,5;1127017,2;0;187099,46;1,5;361146,54;0;163460,28
17.08.2021 02:00:00;15,35197829;25,0503845;87,4686731;9,936534396;0,184124291;55052,44204;1,3270548;1127018,527;0;187099,46;1,493252781;361148,0333;0;163460,28
17.08.2021 03:00:00;15,35197828;25,0503845;87,75236122;9,936534396;0,251953496;55052,69399;1,23287671;1127019,76;0;187099,46;1,438418234;361149,4717;0;163460,28
17.08.2021 04:00:00;8,224237612;12,32039705;87,95352695;9,439858611;0,287560187;55052,98155;0,74006849;1127020,5;0;187099,46;1,478328985;361150,95;0;163460,28
17.08.2021 05:00:00;2,895732391;2,803804398;88,10776146;9,24813542;2,814829105;55055,79638;1,5;1127022;0;187099,46;3,66;361154,61;0;163460,28
17.08.2021 06:00:00;2,895732391;2,803804398;88,10622737;9,23355054;3,9164425;55059,71282;1,2;1127023,2;0;187099,46;5,52;361160,13;0;163460,28
17.08.2021 07:00:00;36,44795682;8,087367045;88,10427185;9,275927283;0,253265049;55059,96609;0,6;1127023,8;0,46;187099,92;0,93;361161,06;0;163460,28
17.08.2021 08:00:00;215,6785378;83,98952217;85,57523502;10,9994223;0,258108506;55060,22419;0,3;1127024,1;1,92;187101,84;0,39;361161,45;0,39;163460,67
17.08.2021 09:00:00;166,1891548;87,60995456;81,07876331;11,96867513;0,234202505;55060,4584;0;1127024,1;10;187111,84;0;361161,45;7,56;163468,23
17.08.2021 10:00:00;394,6502536;150,8919174;78,44134926;12,52148788;0,194413129;55060,65281;0;1127024,1;8,1;187119,94;0;361161,45;5,49;163473,72
17.08.2021 11:00:00;663,9929674;323,0640916;69,14373343;14,16277578;0,19246275;55060,84527;0;1127024,1;18,08;187138,02;0;361161,45;15,33;163489,05
17.08.2021 12:00:00;712,0297078;449,0370034;60,15960312;15,17641168;0,192029937;55061,0373;0;1127024,1;30,9;187168,92;0;361161,45;28,26;163517,31
17.08.2021 13:00:00;551,4577703;368,7587513;56,01336782;16,45515775;0,190838269;55061,22814;0;1127024,1;32,8;187201,72;0;361161,45;29,88;163547,19
17.08.2021 14:00:00;502,824019;345,6580134;55,51784321;17,04983887;0,160948868;55061,38909;0;1127024,1;26,4;187228,12;0;361161,45;23,16;163570,35
17.08.2021 15:00:00;315,0161012;179,57805;55,04511738;17,03039261;0,233971768;55061,62306;0;1127024,1;23;187251,12;0;361161,45;19,14;163589,49
17.08.2021 16:00:00;165,959685;82,23931414;56,71049886;16,32189187;3,924993108;55065,54805;0;1127024,1;14,4;187265,52;0,06;361161,51;8,19;163597,68
17.08.2021 17:00:00;168,5197525;97,44586608;57,26346575;15,58082484;6,9033756;55072,45143;0;1127024,1;7,64;187273,16;1,53;361163,04;0,36;163598,04
17.08.2021 18:00:00;71,59302252;30,8188667;57,82983863;15,04109324;2,992719229;55075,44415;0;1127024,1;7,16;187280,32;0,81;361163,85;2,22;163600,26
17.08.2021 19:00:00;48,25556629;30,81886679;61,13624718;14,5191063;0,287817701;55075,73197;0,6;1127024,7;2,4;187282,72;0,87;361164,72;0,06;163600,32
17.08.2021 20:00:00;21,02853391;30,8188667;63,21485367;13,88316344;0,280562598;55076,01253;1,5;1127026,2;0,76;187283,48;1,68;361166,4;0;163600,32
17.08.2021 21:00:00;21,02853391;30,8188667;71,88111432;13,12592776;0,281794362;55076,29432;1,8;1127028;0;187283,48;2,46;361168,86;0;163600,32
17.08.2021 22:00:00;21,02853397;30,81886679;76,55437076;12,75138953;0,282540031;55076,57686;1,5;1127029,5;0;187283,48;1,71;361170,57;0;163600,32
17.08.2021 23:00:00;21,02853391;30,8188667;78,43397969;12,75138949;0,280800845;55076,85766;1,5;1127031;0;187283,48;1,65;361172,22;0;163600,32
18.08.2021 00:00:00;21,02853391;30,8188667;80,46915624;12,41434803;0,281821889;55077,13949;1,2;1127032,2;0;187283,48;1,74;361173,96;0;163600,32
18.08.2021 01:00:00;21,02853397;30,81886679;81,05611357;12,36440566;0,286645098;55077,42613;1,2;1127033,4;0;187283,48;1,56;361175,52;0;163600,32
18.08.2021 02:00:00;21,02853391;30,8188667;83,45103048;12,36440562;0,284325792;55077,71046;1,37340522;1127034,773;0;187283,48;1,564814867;361177,0848;0;163600,32
18.08.2021 03:00:00;21,02853391;30,8188667;85,91565748;12,36440562;0,285489421;55077,99595;1,26282968;1127036,036;0;187283,48;1,516311078;361178,6011;0;163600,32
18.08.2021 04:00:00;10,58678784;14,8011763;86,28147042;12,46145097;0,293325591;55078,28927;0,9637651;1127037;0;187283,48;1,508874055;361180,11;0;163600,32
18.08.2021 05:00:00;2,780822267;2,826786277;86,73105433;12,53650569;0,288594034;55078,57787;1,2;1127038,2;0;187283,48;1,5;361181,61;0;163600,32
18.08.2021 06:00:00;2,780822267;2,826786277;86,96920768;12,53650569;0,289489498;55078,86736;1,2;1127039,4;0;187283,48;1,71;361183,32;0;163600,32
18.08.2021 07:00:00;2,780822275;2,826786285;86,96920793;12,64484689;0,151585821;55079,01894;1,2;1127040,6;0;187283,48;1,38;361184,7;0;163600,32
18.08.2021 08:00:00;34,7309139;2,826786277;86,88131601;13,09850596;0,143261551;55079,1622;3,3;1127043,9;0,38;187283,86;3,27;361187,97;0;163600,32
18.08.2021 09:00:00;65,57557243;13,93986142;85,71336802;13,22080053;0,138461432;55079,30066;0,9;1127044,8;2,06;187285,92;0,93;361188,9;0,09;163600,41
18.08.2021 10:00:00;102,8214876;52,83562479;84,0592602;13,83827541;0,136325503;55079,43699;0;1127044,8;3,36;187289,28;0,15;361189,05;0,75;163601,16
18.08.2021 11:00:00;143,9075585;61,16455911;81,19558927;14,81678177;0,134886199;55079,57188;0;1127044,8;3,88;187293,16;0,06;361189,11;0,9;163602,06
18.08.2021 12:00:00;262,1814967;132,1186907;79,00961749;15,63781235;0,134637469;55079,70651;0;1127044,8;6,62;187299,78;0;361189,11;3,69;163605,75
18.08.2021 13:00:00;225,7579643;105,2001223;74,47582126;17,03894098;0,136021205;55079,84254;0;1127044,8;12,18;187311,96;0;361189,11;9,15;163614,9
18.08.2021 14:00:00;329,2667347;183,466097;72,18265944;17,92284062;0,086567966;55079,9291;0;1127044,8;10,08;187322,04;0;361189,11;7,35;163622,25
18.08.2021 15:00:00;383,8464402;268,7060935;68,64612877;18,36030929;0,182364385;55080,11147;0;1127044,8;15,4;187337,44;0;361189,11;12,33;163634,58
18.08.2021 16:00:00;369,8437636;267,6895237;66,31960564;18,7515359;0,12944769;55080,24092;0;1127044,8;16,92;187354,36;0;361189,11;14,25;163648,83
18.08.2021 17:00:00;191,73515;119,8913696;66,96438679;18,40617762;0,12890954;55080,36982;0;1127044,8;17,58;187371,94;0;361189,11;15,27;163664,1
18.08.2021 18:00:00;89,77638426;39,57296927;69,72945933;17,60450943;0,12858906;55080,49841;0;1127044,8;8,88;187380,82;0;361189,11;7,62;163671,72
18.08.2021 19:00:00;58,10412153;27,34858517;71,59924152;17,05532219;0,128492356;55080,62691;0;1127044,8;3,76;187384,58;0;361189,11;2,49;163674,21
18.08.2021 20:00:00;29,21012684;27,3485851;74,07853011;16,56971905;0,128541758;55080,75545;0;1127044,8;1,58;187386,16;0,21;361189,32;0,51;163674,72
18.08.2021 21:00:00;29,21012684;27,3485851;77,07383172;15,80640315;0,128605346;55080,88405;0,9;1127045,7;0,06;187386,22;1,26;361190,58;0;163674,72
18.08.2021 22:00:00;29,21012692;27,34858517;79,22855108;15,77276444;0,131105286;55081,01516;1,5;1127047,2;0;187386,22;1,53;361192,11;0;163674,72
18.08.2021 23:00:00;29,21012684;27,3485851;79,57695763;15,52346037;0,130813169;55081,14597;1,5;1127048,7;0;187386,22;1,44;361193,55;0;163674,72
19.08.2021 00:00:00;29,21012684;27,3485851;79,71623582;15,3944607;0,129264628;55081,27524;1,2;1127049,9;0;187386,22;1,47;361195,02;0;163674,72
19.08.2021 01:00:00;29,21012692;27,34858517;81,59584223;14,86912931;0,033357455;55081,30859;0,9;1127050,8;0;187386,22;1,35;361196,37;0;163674,72
19.08.2021 02:00:00;29,21012684;27,3485851;82,66715233;14,76310776;0,225490033;55081,53408;1,54296896;1127052,343;0;187386,22;1,345304779;361197,7153;0;163674,72
19.08.2021 03:00:00;29,21012684;27,3485851;83,39392948;14,63835254;0,129861481;55081,66395;1,12705452;1127053,47;0;187386,22;1,319604612;361199,0349;0;163674,72
19.08.2021 04:00:00;14,5654833;13,7381314;83,28879127;14,66657877;0,131223088;55081,79517;0,92997652;1127054,4;0;187386,22;1,295090609;361200,33;0;163674,72
19.08.2021 05:00:00;2,849768408;2,849768394;83,17716972;14,78935956;0,131998987;55081,92717;1,2;1127055,6;0;187386,22;1,32;361201,65;0;163674,72
19.08.2021 06:00:00;2,849768408;2,849768394;83,17716972;14,78935956;0,129608295;55082,05678;1,2;1127056,8;0;187386,22;1,44;361203,09;0;163674,72
19.08.2021 07:00:00;5,628037316;2,849768402;83,17716995;14,7893596;0,13345852;55082,19023;1,5;1127058,3;0,04;187386,26;2,28;361205,37;0;163674,72
19.08.2021 08:00:00;89,80958343;14,79632461;81,32849297;15,50536492;0,137737804;55082,32797;2,7;1127061;1,12;187387,38;2,34;361207,71;0;163674,72
19.08.2021 09:00:00;145,6497199;59,53998653;78,42875093;16,34280654;0,196930385;55082,5249;0,3;1127061,3;4,16;187391,54;0,06;361207,77;1,17;163675,89
19.08.2021 10:00:00;309,1127973;143,7321317;78,53512494;17,05575066;0,187992292;55082,71289;0;1127061,3;6,5;187398,04;0;361207,77;3,36;163679,25
19.08.2021 11:00:00;408,6212633;215,7680072;74,16055182;18,17679252;0,188550153;55082,90144;0;1127061,3;14,34;187412,38;0;361207,77;11,19;163690,44
19.08.2021 12:00:00;279,4511029;137,8629704;71,1033849;18,57922807;0,180253164;55083,0817;0;1127061,3;17,62;187430;0;361207,77;14,34;163704,78
19.08.2021 13:00:00;479,9717261;284,4560437;67,56547877;20,14029334;0,178998485;55083,2607;0;1127061,3;13,3;187443,3;0;361207,77;10,56;163715,34
19.08.2021 14:00:00;394,1716681;206,8644613;62,40411794;20,99565123;0,118624582;55083,37932;0;1127061,3;21,9;187465,2;0;361207,77;18,84;163734,18
19.08.2021 15:00:00;434,2540773;266,3237492;61,77207729;21,14157361;0,245267492;55083,62459;0;1127061,3;18,16;187483,36;0;361207,77;15,09;163749,27
19.08.2021 16:00:00;287,991948;164,8462046;61,74847724;21,20609524;0,182220036;55083,80681;0;1127061,3;19,98;187503,34;0;361207,77;16,08;163765,35
19.08.2021 17:00:00;182,0050781;107,165083;63,40016679;20,71302118;0,1814421;55083,98825;0;1127061,3;12,82;187516,16;0;361207,77;10,68;163776,03
19.08.2021 18:00:00;75,0311313;79,37983695;66,02182661;19,54396886;0,18296719;55084,17122;0;1127061,3;7,92;187524,08;0;361207,77;6,36;163782,39
19.08.2021 19:00:00;61,69544186;35,76101843;66,82518198;19,28149536;0,180679731;55084,3519;0;1127061,3;3,66;187527,74;0;361207,77;2,19;163784,58
19.08.2021 20:00:00;19,46575735;29,37100025;68,4601567;18,59461988;0,180352648;55084,53225;0;1127061,3;1,72;187529,46;0,18;361207,95;0,51;163785,09
19.08.2021 21:00:00;19,46575735;29,37100025;70,60015326;18,29358671;0,180773455;55084,71302;1,2;1127062,5;0,04;187529,5;1,47;361209,42;0;163785,09
19.08.2021 22:00:00;19,46575741;29,37100034;71,90430305;18,06826216;0,181136983;55084,89416;1,2;1127063,7;0;187529,5;1,62;361211,04;0;163785,09
19.08.2021 23:00:00;19,46575735;29,37100025;71,45232705;18,006752;0,184803868;55085,07896;1,5;1127065,2;0;187529,5;1,65;361212,69;0;163785,09
20.08.2021 00:00:00;19,46575735;29,37100025;73,58581627;17,89521643;0,18274643;55085,26171;1,5;1127066,7;0;187529,5;1,56;361214,25;0;163785,09
20.08.2021 01:00:00;19,46575741;29,37100034;76,1060838;17,17542764;0,182239128;55085,44395;1,2;1127067,9;0;187529,5;1,56;361215,81;0;163785,09
20.08.2021 02:00:00;19,46575735;29,37100025;75,32623932;17,16278265;0,088932995;55085,53288;1,45616584;1127069,356;0;187529,5;1,48327463;361217,2933;0;163785,09
20.08.2021 03:00:00;19,46575735;29,37100025;75,28236841;16,89127395;0,275455561;55085,80834;1,29582723;1127070,652;0;187529,5;1,485965877;361218,7792;0;163785,09
20.08.2021 04:00:00;10,19634899;14,61144703;76,04958462;16,94510612;0,182928817;55085,99127;0,84800693;1127071,5;0;187529,5;1,500759493;361220,28;0;163785,09
20.08.2021 05:00:00;2,780822267;2,803804398;77,32223062;17,04124354;0,183646602;55086,17491;1,5;1127073;0;187529,5;1,47;361221,75;0;163785,09
20.08.2021 06:00:00;2,780822267;2,803804398;77,74537505;17,04124354;0,182137665;55086,35705;1,2;1127074,2;0;187529,5;1,56;361223,31;0;163785,09
20.08.2021 07:00:00;2,780822275;2,803804405;78,97212676;17,04124359;0,186136931;55086,54319;1,5;1127075,7;0,04;187529,54;1,47;361224,78;0;163785,09
20.08.2021 08:00:00;31,39699135;2,803804398;78,58869884;17,20204989;0,187148042;55086,73034;0,6;1127076,3;0,3;187529,84;1,11;361225,89;0;163785,09
20.08.2021 09:00:00;138,9411481;50,03437636;75,60673525;18,06452291;0,188709678;55086,91905;0,9;1127077,2;0,98;187530,82;1,08;361226,97;0;163785,09
20.08.2021 10:00:00;290,5355495;138,4803632;72,60355694;19,26787345;0,18169111;55087,10074;0,3;1127077,5;3,86;187534,68;0,12;361227,09;1,83;163786,92
20.08.2021 11:00:00;558,0701068;290,7852549;66,94818178;20,71119103;0,177697902;55087,27844;0;1127077,5;12,5;187547,18;0;361227,09;9,51;163796,43
20.08.2021 12:00:00;717,4556886;441,9446567;59,93167581;21,8528955;0,179256865;55087,45769;0;1127077,5;17,74;187564,92;0;361227,09;15,24;163811,67
20.08.2021 13:00:00;578,1272624;421,0290789;56,47708067;22,12353615;0,181688922;55087,63938;0;1127077,5;29,78;187594,7;0;361227,09;27,27;163838,94
20.08.2021 14:00:00;755,5643257;627,2812823;53,23620046;22,88161506;0,105147828;55087,74453;0;1127077,5;26,08;187620,78;0;361227,09;24,02148653;163862,9615
20.08.2021 15:00:00;589,1168992;545,7432452;51,97736829;23,14446829;0,260667169;55088,0052;0;1127077,5;33,9;187654,68;0;361227,09;31,47851347;163894,44
20.08.2021 16:00:00;507,8242622;486,9895379;49,13008226;23,08163321;0,179642507;55088,18484;0;1127077,5;26,62;187681,3;0;361227,09;25,14;163919,58
20.08.2021 17:00:00;324,2717182;370,037321;48,20570377;23,03265093;0,180462715;55088,3653;0;1127077,5;23,5;187704,8;0;361227,09;21,69;163941,27
20.08.2021 18:00:00;210,2217423;255,1362445;49,45987193;22,79089164;0,180942268;55088,54624;0;1127077,5;15,94;187720,74;0;361227,09;14,58;163955,85
20.08.2021 19:00:00;84,52525749;89,67360871;53,75305497;21,60714196;0,186378496;55088,73262;0;1127077,5;9,66;187730,4;0;361227,09;8,4;163964,25
20.08.2021 20:00:00;44,24035641;19,08527854;59,12915469;19,71121106;0,250119747;55088,98274;0;1127077,5;2,28;187732,68;0,15;361227,24;1,11;163965,36
20.08.2021 21:00:00;44,24035641;17,69614409;62,48376028;18,23143544;0,355578003;55089,33832;0,9;1127078,4;0,1;187732,78;1,53;361228,77;0;163965,36
20.08.2021 22:00:00;44,24035654;17,69614414;64,47202193;17,26601572;0,348076236;55089,6864;1,5;1127079,9;0;187732,78;1,71;361230,48;0;163965,36
20.08.2021 23:00:00;44,24035641;17,69614409;67,18230918;16,42373609;0,35125783;55090,03765;1,2;1127081,1;0;187732,78;1,71;361232,19;0;163965,36
21.08.2021 00:00:00;44,24035641;17,69614409;69,20590219;15,89627828;0,348373474;55090,38603;1,5;1127082,6;0;187732,78;1,68;361233,87;0;163965,36
21.08.2021 01:00:00;44,24035654;17,69614414;69,79133929;15,69069627;0,347350176;55090,73338;1,2;1127083,8;0;187732,78;1,68;361235,55;0;163965,36
21.08.2021 02:00:00;44,24035641;17,69614409;69,79829313;15,69069622;0,16896613;55090,90234;1,2;1127085;0;187732,78;1,62;361237,17;0;163965,36
21.08.2021 03:00:00;44,24035641;17,69614409;70,52126599;15,69069622;0,528510071;55091,43085;1,2;1127086,2;0;187732,78;1,59;361238,76;0;163965,36
21.08.2021 04:00:00;21,25835306;9,38431866;71,32267313;15,07066033;0,348200193;55091,77905;1,5;1127087,7;0;187732,78;1,65;361240,41;0;163965,36
21.08.2021 05:00:00;2,872750287;2,734858278;72,71196089;14,78935956;0,351360076;55092,13041;1,2;1127088,9;0;187732,78;1,65;361242,06;0;163965,36
21.08.2021 06:00:00;2,872750287;2,734858278;74,06922455;14,78935956;0,347905573;55092,47832;0,9;1127089,8;0;187732,78;1,68;361243,74;0;163965,36
21.08.2021 07:00:00;101,57391;24,68318251;74,75795249;15,64618757;0,349109212;55092,82743;1,2;1127091;0,22;187733;1,32;361245,06;0;163965,36
21.08.2021 08:00:00;264,1163602;85,52727257;68,64352757;18,46946526;0,347927344;55093,17536;0;1127091;4,26;187737,26;0,03;361245,09;2,67;163968,03
21.08.2021 09:00:00;390,585352;113,0368564;65,7794341;20,3234291;0,344276135;55093,51963;0;1127091;11,86;187749,12;0;361245,09;10,29;163978,32
21.08.2021 10:00:00;468,1183041;178,1014525;63,41914793;21,60060641;0,285651989;55093,80528;0;1127091;18,24;187767,36;0;361245,09;16,56;163994,88
21.08.2021 11:00:00;568,8850588;291,7106935;60,12436628;22,54014874;0,179039034;55093,98432;0;1127091;21,2;187788,56;0;361245,09;20,1;164014,98
21.08.2021 12:00:00;683,1963488;444,220151;57,78690578;23,03098253;0,178980937;55094,1633;0;1127091;25,62;187814,18;0;361245,09;24,24;164039,22
21.08.2021 13:00:00;636,9556541;472,4216333;55,90234041;24,05909088;0,179889299;55094,34319;0;1127091;30,9;187845,08;0;361245,09;29,43;164068,65
21.08.2021 14:00:00;619,789613;513,1812769;51,96272457;25,26694557;0,020087638;55094,36328;0;1127091;27,76;187872,84;0;361245,09;25,71;164094,36
21.08.2021 15:00:00;494,0446571;443,6683041;50,68818081;26,14913418;0,343813195;55094,70709;0;1127091;26,52;187899,36;0;361245,09;25,05;164119,41
21.08.2021 16:00:00;393,4762824;381,9606372;48,62587383;26,20181697;0,180856184;55094,88795;0;1127091;21,4;187920,76;0;361245,09;21;164140,41
21.08.2021 17:00:00;320,4782927;348,6634133;46,95400288;26,07891557;0,180633769;55095,06858;0;1127091;18,36;187939,12;0;361245,09;16,35;164156,76
21.08.2021 18:00:00;199,2161771;224,8133919;48,45566755;26,07891557;0,256179238;55095,32476;0;1127091;14,9;187954,02;0;361245,09;13,56;164170,32
21.08.2021 19:00:00;70,83857694;70,66161648;49,50968395;25,58622215;0,35336559;55095,67813;0;1127091;8,74;187962,76;0;361245,09;7,2;164177,52
21.08.2021 20:00:00;35,55315779;16,20231246;52,4668893;23,75813863;0,355887941;55096,03402;0,3;1127091,3;2,04;187964,8;0,18;361245,27;0,72;164178,24
21.08.2021 21:00:00;35,55315779;16,20231246;57,92514787;22,02691813;0,358865781;55096,39288;0,9;1127092,2;0,06;187964,86;1,44;361246,71;0;164178,24
21.08.2021 22:00:00;35,55315789;16,2023125;62,3256303;21,1756753;0,349665385;55096,74255;1,2;1127093,4;0;187964,86;1,65;361248,36;0;164178,24
21.08.2021 23:00:00;35,55315779;16,20231246;63,04970071;20,26055967;0,347183917;55097,08973;1,2;1127094,6;0;187964,86;1,71;361250,07;0;164178,24
22.08.2021 00:00:00;35,55315779;16,20231246;66,48061452;19,6243671;0,348290339;55097,43802;1,5;1127096,1;0;187964,86;1,77;361251,84;0;164178,24
22.08.2021 01:00:00;35,55315789;16,2023125;69,39192401;18,76158161;0,347991086;55097,78601;1,5;1127097,6;0;187964,86;1,68;361253,52;0;164178,24
22.08.2021 02:00:00;35,55315779;16,20231246;69,65174624;18,28969668;0,225705076;55098,01172;1,2;1127098,8;0;187964,86;1,56;361255,08;0;164178,24
22.08.2021 03:00:00;35,55315779;16,20231246;72,96681425;17,64798494;0,467234279;55098,47895;1,2;1127100;0;187964,86;1,59;361256,67;0;164178,24
22.08.2021 04:00:00;17,35907261;8,784232444;82,32559972;16,14014636;0,346182001;55098,82514;1,2;1127101,2;0;187964,86;1,53;361258,2;0;164178,24
22.08.2021 05:00:00;2,803804398;2,849768394;80,74177804;16,70871256;0,348457084;55099,17359;0,9;1127102,1;0;187964,86;1,62;361259,82;0;164178,24
22.08.2021 06:00:00;2,803804397;2,849768394;81,43495934;16,70871256;0,351792914;55099,52539;1,5;1127103,6;0;187964,86;1,71;361261,53;0;164178,24
22.08.2021 07:00:00;33,37791221;6,463177911;81,43495956;16,91565548;0,349787086;55099,87517;1,2;1127104,8;0,04;187964,9;1,5;361263,03;0;164178,24
22.08.2021 08:00:00;189,3243689;64,27045013;79,7861565;18,15714824;0,353387412;55100,22856;0,3;1127105,1;1,96;187966,86;0,27;361263,3;0,72;164178,96
22.08.2021 09:00:00;230,205714;97,73926735;75,59457592;19,79285176;0,348917218;55100,57748;0;1127105,1;8,4;187975,26;0;361263,3;6,75;164185,71
22.08.2021 10:00:00;235,9149913;115,8578996;73,24845259;20,05961894;0,346626703;55100,9241;0;1127105,1;9,92;187985,18;0;361263,3;8,22;164193,93
22.08.2021 11:00:00;241,9872211;107,3093552;77,84434879;19,76456295;0,349287661;55101,27339;0;1127105,1;10,86;187996,04;0,09;361263,39;9,57;164203,5
22.08.2021 12:00:00;241,102283;108,4371354;76,28627705;20,17784999;0,34682637;55101,62022;0;1127105,1;10,8;188006,84;0;361263,39;9,45;164212,95
22.08.2021 13:00:00;205,2521115;81,58866515;76,21256433;20,09528641;0,30714176;55101,92736;0;1127105,1;10,9;188017,74;0;361263,39;9,3;164222,25
22.08.2021 14:00:00;143,7487326;59,71043643;77,92135823;19,79854348;0,158578262;55102,08594;0;1127105,1;9,02;188026,76;0;361263,39;7,38;164229,63
22.08.2021 15:00:00;336,0578224;178,8258978;75,87755099;19,72327476;0,211563575;55102,2975;0;1127105,1;6,9;188033,66;0;361263,39;5,22;164234,85
22.08.2021 16:00:00;257,7205677;148,3498515;74,12188747;19,55098056;0,179756637;55102,47726;0;1127105,1;15,36;188049,02;0;361263,39;13,89;164248,74
22.08.2021 17:00:00;165,8323862;99,82960783;74,35662138;18,91688801;0,178286268;55102,65554;0;1127105,1;11,8;188060,82;0;361263,39;10,05;164258,79
22.08.2021 18:00:00;71,09048855;39,81504522;77,57293828;17,59981105;0,18195219;55102,8375;0;1127105,1;7,62;188068,44;0;361263,39;6,33;164265,12
22.08.2021 19:00:00;21,08164787;38,42591102;79,58254519;15,82822615;0,179595961;55103,01709;0;1127105,1;1,84;188070,28;0,21;361263,6;0,75;164265,87
22.08.2021 20:00:00;13,85814856;38,42591091;78,3574285;14,98342329;0,180232097;55103,19732;0,6;1127105,7;0,6;188070,88;0,78;361264,38;0,12;164265,99
22.08.2021 21:00:00;13,85814856;38,42591091;80,27915108;14,60673921;0,179962168;55103,37729;1,2;1127106,9;0,16;188071,04;1,38;361265,76;0;164265,99
22.08.2021 22:00:00;13,85814859;38,42591102;85,18403638;14,39751914;0,181361607;55103,55865;1,2;1127108,1;0;188071,04;1,53;361267,29;0;164265,99
22.08.2021 23:00:00;13,85814856;38,42591091;86,33964829;14,3975191;0,185776749;55103,74442;1,2;1127109,3;0;188071,04;1,44;361268,73;0;164265,99
23.08.2021 00:00:00;13,85814856;38,42591091;86,04933185;14,38222127;0,183874382;55103,9283;1,2;1127110,5;0;188071,04;1,47;361270,2;0;164265,99
23.08.2021 01:00:00;13,85814859;38,42591102;85,55196745;14,08941801;0,182851434;55104,11115;1,2;1127111,7;0;188071,04;1,44;361271,64;0;164265,99
23.08.2021 02:00:00;13,85814856;38,42591091;85,54520408;13,99692439;0,064630682;55104,17578;0,9;1127112,6;0;188071,04;1,35;361272,99;0;164265,99
23.08.2021 03:00:00;13,85814856;38,42591091;85,08927921;13,99692439;3,472807944;55107,64859;1,5;1127114,1;0;188071,04;4,17;361277,16;0;164265,99
23.08.2021 04:00:00;7,653007305;18,67415504;85,31230912;14,25175002;1,352255455;55109,00084;0,9;1127115;0;188071,04;2,85;361280,01;0;164265,99
23.08.2021 05:00:00;2,688894274;2,872750274;85,53311315;14,45197009;0,189969064;55109,19081;1,2;1127116,2;0;188071,04;1,44;361281,45;0;164265,99
23.08.2021 06:00:00;2,688894274;2,872750274;85,53371421;14,45197009;0,192299348;55109,38311;1,2;1127117,4;0;188071,04;1,47;361282,92;0;164265,99
23.08.2021 07:00:00;74,26736384;23,17275448;85,15626581;14,66695119;0,192718022;55109,57583;1,2;1127118,6;0,06;188071,1;1,32;361284,24;0;164265,99
23.08.2021 08:00:00;103,3270873;52,92755504;82,43153939;15,01688384;0,159866468;55109,7357;0,3;1127118,9;3,2;188074,3;0,39;361284,63;0,63;164266,62
23.08.2021 09:00:00;242,0107096;109,2921591;79,67794254;15,85038721;0,132097146;55109,86779;0,3;1127119,2;3,74;188078,04;0,12;361284,75;0,78;164267,4
23.08.2021 10:00:00;256,3172613;127,1588173;75,96484911;17,07548887;0,128582732;55109,99638;0;1127119,2;10,5;188088,54;0;361284,75;6,87;164274,27
23.08.2021 11:00:00;495,1990016;267,0681792;74,9911506;17,72793673;0,129620657;55110,126;0;1127119,2;12,26;188100,8;0,06;361284,81;7,26;164281,53
